country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Kosovo,,,1798506,141,6,8/28/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,41,0,8/14/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,244,2,10/4/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,110,2,9/5/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,12,0,4/3/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,239,2,7/5/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,86,2,4/4/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,6/9/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/10/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,10/14/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,28,0,6/15/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,20,6,4/7/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,44,0,8/2/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,4/15/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2/20/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,8/31/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,20,0,3/28/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,9,0,3/29/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,90,2,7/21/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,1/18/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2/12/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,12,2,6/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,8/28/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,92,0,10/21/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,5/28/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,5,0,8/27/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,18,0,5/15/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,6/4/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,5,0,6/15/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1046,28,6/4/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,247,3,4/8/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,235,6,8/12/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3586,614,5/13/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,200,14,6/2/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,407,16,6/17/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,579,32,7/5/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,31,3,8/13/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,62,2,3/31/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,31,0,6/14/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2466,59,10/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,856,17,7/24/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,10/14/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,417,1,6/19/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,258,8,8/4/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,19,0,7/16/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,731,8,7/20/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,3448,34,4/17/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2/7/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,405,2,9/11/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,22,0,3/26/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,121,4,8/3/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,294,1,7/30/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,151,1,8/17/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,363,5,10/8/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,67,2,7/5/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1724,4,9/15/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,85,0,6/28/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,64,1,7/28/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,203,3,8/28/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,250,1,7/9/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,3/5/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,340,2,10/12/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,537,277,4/14/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,61,23,5/31/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,1/26/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,93,1,6/23/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,16,1,3/31/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,325,5,7/22/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,95,9,4/23/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,130,1,8/8/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,36,2,3/20/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,1/7/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,915,4,5/27/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,1,0,7/16/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,1/15/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,3/1/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,12545,32,10/5/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,4207,473,3/19/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,4,0,4/1/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,6/8/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,4,0,2/27/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,75,2,8/17/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,3,0,9/26/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2,0,3/22/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,8/3/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,431,31,5/24/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,6/25/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,32,3,7/18/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,219,2,3/24/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,5/31/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,3/6/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,7/27/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,17,0,9/20/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,91,0,8/14/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,5/5/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,54,0,3/17/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,25,0,4/12/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,3253,13,10/2/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,5,0,3/11/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,258,8,6/12/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,7/21/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,8/25/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,9,0,9/30/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,16,0,3/23/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,3276,22,3/22/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,73,0,8/27/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,57,0,9/10/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,5/3/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1104,19,7/28/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,132,2,7/29/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,1/6/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,8/29/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,683,16,6/13/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,476,15,5/22/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,150,4,3/26/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,43,1,6/9/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1119,24,7/25/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,31428,168,9/21/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,287,11,7/13/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,771,11,8/16/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,228,16,5/21/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1129,18,8/14/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,290,3,8/8/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2789,2,7/30/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1519,61,9/21/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,118,4,6/24/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2/7/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1415,43,8/13/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,1/3/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,270,8,7/25/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2/25/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,34,1,4/2/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,482,7,6/29/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,292,0,7/11/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,321,56,5/14/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,1/31/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,195,11,6/8/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,143,10,9/15/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2,0,4/26/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,9543,66,10/15/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,147,8,6/16/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,1/23/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,24,3,7/28/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2474,14,10/24/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,0,7/25/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1150,12,9/8/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/6/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,432,45,5/26/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,1,0,7/30/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2/12/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,7/2/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,91,1,6/22/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,7/16/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,121,0,10/24/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,108,21,5/20/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2,0,9/5/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,238,4,2/29/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,7,2,7/8/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2,0,10/6/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,7/16/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,4,0,4/11/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,5,0,6/18/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,1/9/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,73,1,7/6/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,7/8/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,165,6,6/16/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,0,3/18/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,9/1/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,8/25/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,112,0,9/22/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,75,1,6/21/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,7/31/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,239,7,7/29/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,8/29/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,6914,59,10/2/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,5,2,7/28/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/3/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,328,8,7/3/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2/9/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1271,51,9/10/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,36,8,5/22/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,8/28/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,7/29/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,1/21/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2218,399,4/20/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,921,16,7/26/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,227,5,4/30/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,7/19/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,6/1/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/16/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4854,1224,4/22/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,223,16,5/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,917,19,6/29/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,3130,44,10/9/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,262,42,5/1/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,38,0,3/16/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,14,0,4/13/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,284,5,7/6/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,88,1,4/11/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,564,20,4/1/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1181,4,10/10/2020,"Epidemic intelligence, national daily data"
